,Time,C3,C4,Cz,FC1,FC2,FC5,FC6,CP1,CP2,CP5,CP6
19,-0.048,5.154424393659938e-07,7.155419851749628e-06,-4.7348597222262333e-07,5.9636677820489996e-06,1.1994299206117745e-05,-2.1569112219403984e-06,-3.9949520805171014e-06,1.4640880518876724e-06,3.022076375356263e-05,9.253579329018942e-06,5.343934921949539e-07
20,-0.04,3.091335291630697e-06,1.7251870422566432e-06,2.3293607112849868e-06,4.3752635211877995e-06,9.402553088108223e-06,2.1426053389954173e-07,-1.5227430494488464e-06,3.8784429909534375e-06,3.2479224810111165e-05,8.484496041276306e-06,8.328269651843553e-07
21,-0.032,1.811535052258683e-06,-5.8331569539282654e-06,1.6466251790140605e-06,4.036508841462177e-06,6.71406942584813e-06,-2.5185452855650216e-07,-1.6175916606997718e-06,2.97255341623027e-06,2.967206695231693e-05,6.271975057691638e-06,-9.257162458366939e-08
22,-0.024,7.213582056760616e-07,-1.2909985566226601e-05,2.708085092303854e-07,4.594663496830848e-06,7.328757685198555e-06,-1.6313067691310873e-06,-3.16431259693164e-06,1.2638068948845771e-06,2.9394714821912447e-05,5.72390058215542e-06,-1.123831398290812e-06
23,-0.016,2.1654480025482377e-06,-2.3065973492913312e-05,2.4920963559822828e-06,3.4281766907618252e-06,7.255373077578994e-06,-2.924751641734651e-07,-2.258406607208105e-06,2.28303896849972e-06,2.676369500029748e-05,5.159019830038926e-06,-1.572384943063516e-06
24,-0.008,1.7314984434043287e-06,-3.316138063558588e-05,3.248097781873902e-06,2.6855662717178175e-06,4.939598716343884e-06,4.991696838412203e-07,-1.2477295457892135e-06,2.720074418653617e-06,1.875963635572987e-05,5.0958741438580305e-06,-1.6408866227143027e-06
25,0.0,8.308632139009561e-07,-3.7856080212844665e-05,2.0543024510905343e-06,2.978182411146746e-06,2.1755077720807388e-06,7.427964644069275e-07,2.7317436327721996e-09,2.3627957503382513e-06,1.3637831916110307e-05,5.851203145165386e-06,-6.945377481522654e-07
26,0.008,4.267717417076834e-06,-3.787535640437704e-05,5.225064963851873e-06,5.577872795363724e-07,-6.157097217842145e-08,4.023076887454603e-06,3.6982132782778955e-06,5.307094539179741e-06,1.4220900450055618e-05,4.7520869886099455e-06,1.4685476997961664e-06
27,0.016,7.429104056116074e-06,-3.53936545549803e-05,8.375409683043883e-06,-2.6681663077922985e-06,-1.3644574920006664e-06,5.955498176150567e-06,4.973314597854599e-06,7.692135580831738e-06,1.5151706261141148e-05,2.9918620335157773e-06,2.4609095152482848e-06
28,0.024,6.3395965160531444e-06,-3.3406348872288776e-05,5.130780072022362e-06,-2.274310225447981e-06,-1.597602275479741e-06,3.2786263664039695e-06,2.1611191198944257e-06,4.664823493309458e-06,1.486207123023989e-05,2.963718119690663e-06,1.2701525128336065e-06
29,0.032,7.24384898348326e-06,-3.50662986922819e-05,2.845800962097495e-06,-1.2336549863041343e-06,-5.930822887738086e-07,2.553820250980082e-06,1.953069758626883e-06,2.286997637401833e-06,1.4768629381758517e-05,3.3977447239245354e-06,2.859099805067073e-07
30,0.04,1.1911459240566506e-05,-3.778708065084696e-05,6.355166716426577e-06,-2.5053776353848177e-06,1.0845776199077089e-06,5.56063973539914e-06,4.449745550169028e-06,4.982153159580508e-06,1.4789778684812245e-05,5.5198768702468115e-06,7.220814594917331e-07
31,0.048,1.345191746745604e-05,-3.7697603111841354e-05,8.59456566607368e-06,-2.38411483760175e-06,1.1380092814395314e-06,6.505594998279866e-06,4.59454052012323e-06,7.216800942993254e-06,1.555977478740517e-05,1.1831892553084484e-05,1.875502535388747e-06
32,0.056,1.2221384439801255e-05,-3.581595460841951e-05,7.789694904385834e-06,4.5141037075904736e-07,-8.023896841062443e-08,6.142645271816487e-06,4.846484580095302e-06,7.097149936731528e-06,1.8413596131117416e-05,1.8920183051660864e-05,3.432106897184851e-06
33,0.064,1.4142715067653179e-05,-3.3236765204942485e-05,8.273751475967296e-06,2.017970299595718e-06,1.0160988682268636e-06,7.489442364571711e-06,6.720596565443871e-06,8.050801167540163e-06,2.323000273076985e-05,2.2876594567338772e-05,4.46989551738672e-06
34,0.072,1.637147212162227e-05,-2.9992481610360442e-05,8.311095454124648e-06,1.6265826850074814e-06,4.007612636672212e-06,6.844904621128923e-06,4.970367220967836e-06,8.130128475433595e-06,2.8155213674231423e-05,2.5166363415402148e-05,4.4568529461807905e-06
35,0.08,1.4624576526235207e-05,-2.8617862379465104e-05,6.961459255580845e-06,2.327948250526498e-06,5.778947808090964e-06,4.083925118260002e-06,1.114628248727799e-06,6.2287307704364665e-06,3.099089230974111e-05,2.7850584993447868e-05,4.553485506840601e-06
36,0.088,1.3637456512180597e-05,-3.082690861306872e-05,8.327390742005546e-06,3.941398338503915e-06,6.515803696251637e-06,4.730597159568699e-06,1.719307839145738e-06,7.395082174813963e-06,3.1727847932189425e-05,3.0394088113682363e-05,4.430005979923254e-06
37,0.096,1.5159904960698814e-05,-3.494615919019923e-05,1.0312300822841486e-05,4.082860397912506e-06,5.9644536657987175e-06,6.730187687811025e-06,3.717176390910008e-06,1.023280932256109e-05,3.1261778944847396e-05,3.099328650839537e-05,2.9066275446530774e-06
38,0.104,1.413135986519334e-05,-3.814805533236561e-05,8.078194134293513e-06,2.899900456633041e-06,3.2863139856776005e-06,4.867519464870289e-06,1.8174893305842835e-06,8.289396717550993e-06,2.863889112408679e-05,2.813610421553118e-05,1.582857318496682e-06
39,0.112,1.2841627486152911e-05,-3.7830511177241956e-05,5.759763543283724e-06,1.3489168075172396e-06,2.534434678881782e-06,3.0723928287400254e-06,2.151767963172924e-07,5.220321707438142e-06,2.5084211608157052e-05,2.341834063381986e-05,1.8901713134461542e-06
40,0.12,1.5426025268857022e-05,-3.5201238117619796e-05,7.566636775571384e-06,-1.6265426240068618e-07,5.436482117666114e-06,4.988573715919545e-06,1.976468642208898e-06,6.629862767564803e-06,2.5079545876275275e-05,2.0504322164662967e-05,2.550095532762155e-06
41,0.128,1.5469257842263342e-05,-3.5698343136467966e-05,8.42887505009663e-06,-2.1861615837537262e-07,6.461252900178851e-06,5.3872341293478835e-06,2.274082006818799e-06,7.0336418747185185e-06,2.770263854973085e-05,1.9204198616807487e-05,2.7127910141975996e-06
42,0.136,1.0778531552662391e-05,-3.9158304394294554e-05,5.463921731303774e-06,7.398909401374515e-07,5.076712115601234e-06,2.321772264138515e-06,-4.363745417849141e-07,3.4275777434353087e-06,2.7360460006084577e-05,1.6447700469366237e-05,2.476231058658672e-06
43,0.144,9.699871668050387e-06,-3.827247178784205e-05,3.842377350970791e-06,3.2386716965849956e-07,6.652014670257897e-06,1.1718092771271598e-06,-1.7641634955793585e-06,2.6854782680167495e-06,2.54220750026091e-05,1.351445428500493e-05,1.935811070866166e-06
44,0.152,1.1392129771516531e-05,-3.2658815043129726e-05,5.0648336190509425e-06,1.995151826282896e-07,8.601476756412204e-06,2.6033299590523734e-06,-5.577678161942082e-07,5.307780919393446e-06,2.7053124442663812e-05,1.3937009889804591e-05,1.8899893708733413e-06
45,0.16,8.773031145609667e-06,-3.0514335067079e-05,4.723294484871686e-06,2.6385105010648146e-06,5.431236644071339e-06,2.4918007773164775e-06,4.362833314334848e-07,4.741643062890127e-06,2.9529136520053242e-05,1.5485459754689867e-05,1.6612418930511304e-06
46,0.168,6.934353040899629e-06,-3.3787739912048765e-05,3.353998653907141e-06,3.5259936152447375e-06,1.4170058824747924e-06,1.5478759615564807e-06,2.541167796018795e-07,2.8517388358227838e-06,2.8511157038790255e-05,1.4350700663279691e-05,-2.4329031346975926e-07
47,0.176,1.0752134159739556e-05,-3.749405440114743e-05,4.923976022617241e-06,6.537108109202688e-07,1.6337843230387805e-06,2.4296268240496233e-06,-8.716381324087158e-08,4.79994641610381e-06,2.7484508762209407e-05,1.3773224849329612e-05,-1.3155960361357802e-06
48,0.184,1.2194962392691556e-05,-4.058976853618294e-05,6.9238081700343034e-06,4.261841722794611e-08,3.3336954476693145e-06,3.2538613255517675e-06,-1.8912248770637782e-07,7.1201750037618054e-06,2.945425193436257e-05,1.7724051063785316e-05,7.785648632498902e-07
49,0.192,8.572588141311683e-06,-4.3391211707510306e-05,5.432708644516912e-06,3.6459745502657364e-06,4.447102772700217e-06,2.2216410902727207e-06,-5.17523104622006e-07,6.391591087242767e-06,3.1641952975451004e-05,2.239562603935232e-05,2.5973579613516794e-06
50,0.2,8.232716707878508e-06,-4.35007394117072e-05,3.5992696125795127e-06,4.573723382655193e-06,5.2333613216696654e-06,1.3464773299192607e-06,-1.2467889855369232e-06,5.946518612814313e-06,3.297436630743228e-05,2.3289790353933718e-05,2.276837204550179e-06
51,0.208,1.1463709932342814e-05,-4.257061049041848e-05,4.119526102307692e-06,1.4411342486215701e-06,3.5097816208078116e-06,1.5317072976735993e-06,-1.7200804926475019e-06,6.206943863740259e-06,3.378029249412754e-05,2.2163824664414787e-05,2.6945368435977047e-06
52,0.216,1.0824148548885549e-05,-4.387712023111042e-05,4.231057640641655e-06,1.121008373186253e-06,5.637940211339621e-07,1.4524914851522688e-06,-1.215034887713147e-06,4.264441610829217e-06,3.184153388799874e-05,2.113397265106331e-05,2.978154028377698e-06
53,0.224,7.747648170561564e-06,-4.467720071409037e-05,3.9702291282368875e-06,3.6542865829697783e-06,1.254677055026644e-06,1.505451446495808e-06,-3.0213270825335576e-07,2.960798484344136e-06,2.7929497480729927e-05,1.8765167880872656e-05,5.324953517677596e-07
54,0.232,8.067518660634693e-06,-4.3588054816324924e-05,5.343547768466124e-06,2.05100767790405e-06,3.4347282354056216e-06,1.9947166730132764e-06,-7.97605542177275e-07,5.090111674791497e-06,2.5406495358605328e-05,1.4567054120863893e-05,-1.3932350868716605e-06
55,0.24,9.244410129319014e-06,-4.4353680829634396e-05,5.532606407876018e-06,-2.253523318080924e-06,1.7406977621904321e-06,1.246346083417316e-06,-2.7215490601741485e-06,5.990491466810974e-06,2.326694252283351e-05,1.1041817138767874e-05,-4.968025764569362e-07
56,0.248,7.689351580077331e-06,-4.582499650078126e-05,3.841925466764672e-06,-2.0995781014016713e-06,-1.705041636713163e-06,3.844054731309058e-07,-2.7150090200334578e-06,4.019099786056287e-06,2.0673353144158254e-05,1.0644025966581917e-05,4.153885899960313e-08
57,0.256,7.279580426897299e-06,-4.349067603852896e-05,4.450532855561013e-06,5.910289705961678e-07,-2.68774681757235e-06,2.197879110720782e-06,5.356627212969097e-07,4.601049618590039e-06,2.061570185684993e-05,1.2935321059766649e-05,-6.894928881418215e-08
58,0.264,9.545356387924345e-06,-3.814385343972513e-05,5.887298080230232e-06,1.0413820750754692e-07,-1.961348168279437e-06,4.2491394422832015e-06,2.807529768227252e-06,7.224476732791739e-06,2.2003087763352293e-05,1.4122501218992628e-05,1.4719518987066405e-06
59,0.272,9.151213852597805e-06,-3.206103820693283e-05,4.0276995465062185e-06,-1.6400786045378393e-06,-1.1870323570957475e-06,3.012563850493005e-06,1.5011721179664778e-06,5.994670643613701e-06,2.0849346106077225e-05,1.0315246686946304e-05,2.6725609092319185e-06
60,0.28,5.336270624969587e-06,-2.6442269151036553e-05,2.2616088908788017e-06,-2.104460158613393e-06,-9.176294168791937e-07,1.0199877570941061e-06,-1.5391373940353975e-07,2.775458460446364e-06,1.8704999677673638e-05,2.638214845568867e-06,1.987996175058431e-06
61,0.288,3.519616453673007e-06,-2.379182678410115e-05,3.923192707500493e-06,-3.6214705869686557e-06,-1.7739511953247897e-06,1.3956718915225056e-06,2.2022077656772503e-07,2.8948402745263996e-06,1.7653523965298848e-05,-3.4091404226352387e-06,2.1431277142213333e-06
62,0.296,4.859535107977301e-06,-2.3192284824270903e-05,6.017382915227218e-06,-6.229510403998625e-06,-3.067439841398084e-06,2.8815191442825836e-06,1.4647574552523293e-06,4.743785956952766e-06,1.4784762267463601e-05,-5.185945464230493e-06,3.816997102752733e-06
63,0.304,6.060793471671367e-06,-2.0552235770065966e-05,6.955078384058301e-06,-7.651627640035342e-06,-3.596404238387247e-06,3.913419623970994e-06,2.5906231642671707e-06,4.997024272998603e-06,9.673931662777591e-06,-5.366179249943304e-06,5.047345985685591e-06
64,0.312,5.5640291898840495e-06,-1.527664543261772e-05,6.685961911804189e-06,-7.717380334565743e-06,-2.666386245536069e-06,3.555381408827389e-06,2.2723814889909165e-06,3.7190819639340342e-06,6.699358752206104e-06,-5.380113041673295e-06,5.834295611641655e-06
65,0.32,4.097109036162773e-06,-8.310234432353809e-06,3.845860171672239e-06,-6.347221577137361e-06,7.5102877806143e-08,1.2417088428405944e-06,-2.80403198374221e-07,1.7194447752781164e-06,7.165887903975534e-06,-2.753062593524135e-06,6.615780952515348e-06
66,0.328,4.199611939197329e-06,-1.6550717014332006e-06,1.956762457488179e-06,-4.82785778779688e-06,1.7272269299230617e-06,3.132927410436486e-07,-1.2841512446010462e-06,1.7222812267935103e-06,7.630451817707493e-06,2.030320923971477e-06,7.091879997785058e-06
67,0.336,7.0759033140077845e-06,-4.097037967223022e-07,5.137108911109669e-06,-6.220998275135881e-06,-1.4290730179724703e-06,3.638899714866632e-06,2.3464800795552633e-06,5.876129267547572e-06,5.338735875988506e-06,3.6235364117804652e-06,7.726221334384374e-06
68,0.344,8.310368783714409e-06,-3.298626314616361e-06,8.067583527041966e-06,-8.564813766009708e-06,-6.258638067755886e-06,6.708444478644363e-06,6.094149102427308e-06,9.25609169906692e-06,1.1640124359246126e-06,-1.389129358760072e-07,7.71782559364497e-06
69,0.352,4.57932674859124e-06,-2.2725255437847746e-06,5.483589282737753e-06,-8.089032141811566e-06,-7.064540274116199e-06,4.77856529257723e-06,4.720457450217046e-06,6.934341308896998e-06,-1.697921498075198e-06,-5.996006332344574e-06,5.724774407457654e-06
70,0.36,-1.3524597129806903e-07,2.1263436191884977e-06,1.7337629097212207e-06,-7.339149234248948e-06,-4.677912154926974e-06,6.081836462387503e-07,1.1727363454670335e-07,2.7833147153441836e-06,-8.763553921545254e-07,-1.1610163229992622e-05,3.7139423831846174e-06
71,0.368,-2.141295979056346e-06,3.179605900590801e-06,1.2122598432037181e-06,-8.49262497903487e-06,-2.895951459653148e-06,-1.4214458489455509e-06,-2.8944223311958526e-06,1.8265369627362006e-06,3.2579552679927654e-06,-1.6503736140462163e-05,3.277875965408884e-06
72,0.376,-1.7086081525102448e-06,8.204872246786966e-07,3.2443404056959853e-06,-8.925971994901018e-06,-3.1169507822433915e-06,-4.0185591234728056e-07,-2.1501468768492913e-06,3.540975866437482e-06,7.694802588722667e-06,-1.880201066587731e-05,2.2920819845248834e-06
73,0.384,6.085739749937574e-07,-2.67905884328445e-06,6.1350640423844985e-06,-8.354771178991258e-06,-5.059419831773437e-06,2.24664938055686e-06,8.826339436775727e-07,5.5335749741375665e-06,8.576669689909656e-06,-1.6787500821915142e-05,9.805422702408724e-07
74,0.392,1.6000468780144495e-06,-6.6633139818242656e-06,6.28376295839023e-06,-7.1711616229907736e-06,-6.189921030723862e-06,3.0626848257970176e-06,2.2161026743270814e-06,5.3486666495706865e-06,5.556315478338391e-06,-1.1011638718231981e-05,2.2081077172099024e-06
75,0.4,-1.210364781322049e-06,-9.000606317165339e-06,2.35405326561946e-06,-3.6123313200471855e-06,-4.60179565253566e-06,8.517923533854511e-07,6.385444777123537e-07,2.991596013336641e-06,2.4203006873996687e-06,-4.158231203832506e-06,3.620891591117084e-06
76,0.408,-2.706655949394623e-06,-9.939895072740847e-06,-2.805276284913539e-08,-7.363741524038748e-08,-2.784273068203421e-06,-2.557620332503576e-07,-2.1866586736328709e-07,2.5431177601030575e-06,8.682809877536305e-07,2.4204931516606476e-07,1.2380322756413883e-06
77,0.416,-5.146335413975033e-07,-9.719429750111824e-06,1.2286985643440161e-06,9.625444644189658e-07,-1.7847126231334405e-06,1.176247800163819e-06,9.97795314081163e-07,4.224487667029822e-06,-2.467725084975137e-07,2.5566880531682802e-06,-1.636770212951325e-06
78,0.424,9.188219162193293e-08,-4.552248533193615e-06,1.4142956124152887e-06,2.5962801778825164e-06,1.1659337155027575e-07,1.7545364067886063e-06,1.9032061054064071e-06,3.7971874348408735e-06,-5.183522967003995e-07,6.602358773078073e-06,-5.505783343840548e-07
79,0.432,1.7788816087083416e-07,2.0855608991786267e-06,7.214359683793783e-07,4.106789799605302e-06,3.254387955615863e-07,1.901975765936898e-06,2.8157346798236973e-06,2.3609911162286048e-06,-1.6248349721394308e-06,1.0936133446486051e-05,1.526935034156599e-06
80,0.44,3.542675960353705e-06,1.6226262455040066e-06,1.2824282249839424e-06,1.9172362471879256e-06,-2.905869272082428e-06,3.169057739764727e-06,4.298463577062206e-06,2.0790466704489893e-06,-8.072333907348196e-06,1.0667772149548263e-05,6.751499867980528e-07
81,0.448,3.865079199851156e-06,-1.652693647426632e-06,-6.043628596284335e-07,2.9726953508483365e-07,-4.406510825728409e-06,2.0356782733532433e-06,3.1824206835335515e-06,-7.950548910821008e-07,-1.745766665473238e-05,7.259519860753783e-06,-1.537401490772787e-06
82,0.456,-1.8665777216566672e-06,9.517197077396302e-07,-4.904295978267557e-06,2.817309849754203e-06,-2.3537263883975765e-06,-1.9069297269409005e-06,-4.409962338760855e-07,-6.2048827419077504e-06,-2.2833330350298044e-05,4.656898936476786e-06,-3.4316873820834013e-06
83,0.464,-5.019850165243099e-06,6.749318032004333e-06,-6.394258107013174e-06,4.876006004653344e-06,-4.788404593698353e-07,-3.6158801266002072e-06,-2.0516944367349873e-06,-8.654458837787427e-06,-2.4556238563430356e-05,2.6020794795009537e-06,-5.975381793378672e-06
84,0.472,-2.7631100701893963e-06,1.2603166494884944e-05,-5.909407308775137e-06,4.7696595150885844e-06,1.8145360271845432e-06,-2.6635061939775784e-06,-1.225729794133228e-06,-8.373573372238158e-06,-2.5428706610475746e-05,1.10008912740768e-06,-8.080167205152865e-06
85,0.48,-1.0857093694241389e-06,2.0191944762690007e-05,-6.139807399349196e-06,5.422165657805142e-06,5.611547259793641e-06,-1.8748448397347286e-06,-2.0097162775124028e-07,-8.13213704834388e-06,-2.2667287314924912e-05,1.2661238692541092e-06,-7.3055266805144726e-06
86,0.488,-1.5170028589226372e-06,2.6691883113454406e-05,-5.001709033182317e-06,6.889928059823671e-06,7.548369804444865e-06,-5.649953975208312e-07,1.7286894680392453e-06,-6.532712524099387e-06,-1.5828112145059828e-05,2.320102069075453e-06,-4.697351219836363e-06
87,0.496,-1.591531571954901e-06,3.006214060860059e-05,-2.962519098841455e-06,8.269361634057762e-06,8.05425163408923e-06,1.099701989509291e-06,3.7949617718047076e-06,-4.409476361157183e-06,-1.0680998018083531e-05,4.486293785514057e-06,-3.19346495878089e-06
