ts,0,1,2,3,4,5,6,7,8
72930.17901613137,0.024417070162662147,0.14165517354862814,0.3643989640184885,0.34699665272602714,-0.21952036311040263,-0.6444245597507914,-0.31469774861118277,0.06160054939733465,-0.17510409267985574
72930.18701018098,0.024417098769847153,0.1416554341607871,0.3644015804109881,0.34700394007546675,-0.21950919665699906,-0.6444178150472327,-0.31469953414145185,0.061597915336908476,-0.1751028164490178
72930.19500423058,0.024417262909082325,0.1416554710212847,0.3644030557410818,0.3470085200190404,-0.21950382769642895,-0.6444181437705955,-0.3147054369578976,0.06159960343776557,-0.17509238717722153
72930.20299828019,0.024417254832673266,0.14165575578965517,0.36440255059952276,0.3470048538887467,-0.2195101772158006,-0.64442106931994,-0.3147025713411768,0.06159988038143324,-0.17509719307385604
72930.2109923298,0.024417132228250628,0.14165500467909484,0.3643993269032772,0.34699868991605287,-0.2195154711375452,-0.6444212254196313,-0.3147007388795021,0.061598112120015674,-0.17509974173386122
72930.2189863794,0.024416972729526684,0.1416542350158604,0.3643959277736704,0.3469918293070696,-0.21952181970192453,-0.6444203176087536,-0.314693989210248,0.061598506520043415,-0.17511024284765542
72930.22698042903,0.024417370651513268,0.14165836259036008,0.3644093561538125,0.3470151502925048,-0.2194963371100878,-0.6444003391292809,-0.3146797375320463,0.06160185503961319,-0.1751199926596015
72930.23497447863,0.024418036848210947,0.14166295178663724,0.3644252729623108,0.34704442430109,-0.21946848308560984,-0.6443877055567091,-0.31467458606480636,0.061612182702838594,-0.1751114301171972
72930.24296852824,0.02441775857123412,0.14166159052538738,0.3644183698859511,0.3470297138349764,-0.21948715492117696,-0.6443993234561881,-0.3146772616446893,0.06160734645237519,-0.17511935265653672
72930.25096257785,0.024417244719039787,0.14165821342267607,0.3644065530954476,0.34700860771203984,-0.2195074561951785,-0.6444110749717407,-0.31468645538494083,0.061597024776807216,-0.17512064470730274
72930.25895662745,0.024417030934245448,0.14165674032405207,0.3644017828843891,0.34700117870118796,-0.21951326514414796,-0.6444130060742688,-0.3146877260043162,0.06159489004786991,-0.17512068451946636
72930.26695067706,0.024416911080340928,0.1416557204167988,0.36440081646510697,0.3470036884658779,-0.21950669675067896,-0.6444111125944966,-0.31469409034559154,0.06159159426062396,-0.17511796620274966
72930.27494472667,0.024417274034542726,0.14165785538697306,0.36440935085292214,0.3470207254113017,-0.21948930476787953,-0.644405455237199,-0.31469738376007245,0.06159384123891063,-0.17511229719603155
72930.28293877629,0.024416958647904975,0.14165602108092537,0.3644016509955853,0.3470044276989253,-0.21950847307572355,-0.6444172210505256,-0.31470187535015764,0.061587426889765366,-0.17511812303164861
72930.2909328259,0.024416583022017272,0.14165413425131423,0.36439521101168026,0.3469942169684287,-0.21951583231335187,-0.6444197561644975,-0.3147073490808068,0.06157620054079403,-0.17512358931076966
72930.2989268755,0.024416548088057297,0.1416534801595852,0.3643938258553072,0.346992731109502,-0.21951705943355082,-0.6444221035792712,-0.31471046356580107,0.0615764503810563,-0.17512105492078509
72930.30692092511,0.02441615045412166,0.14165108509881633,0.3643863458817909,0.346981100747006,-0.21952585497284133,-0.6444261606944478,-0.3147161775350108,0.061567391626367825,-0.17512646671053705
72930.31491497472,0.024415981659995287,0.1416504268124913,0.36438307515303475,0.3469755340529309,-0.21953087875993127,-0.6444270747264788,-0.31471606306089717,0.06156319315189114,-0.17513081986271256
72930.32290902433,0.02441579647585477,0.14164995216231718,0.3643796870494563,0.34696834298521434,-0.21953784157197476,-0.644426646396719,-0.31471137572829017,0.061559861020393535,-0.1751396570998383
72930.33090307395,0.024415877189847095,0.1416505912504338,0.3643820536358916,0.3469726976512413,-0.21953265667466235,-0.6444227016668447,-0.3147088446103533,0.06156147827022798,-0.1751397462999376
72930.33889712355,0.0244161708820298,0.1416523573593424,0.36438917380658875,0.34698572237138176,-0.21952017670098142,-0.6444186914646383,-0.31470903858570487,0.061566222161467614,-0.1751344271205184
72930.34689117316,0.024415879975229503,0.14165043945856443,0.36438284217609607,0.34697601275649026,-0.21952939896995532,-0.6444253517604678,-0.31471553555794896,0.06156070838223452,-0.17513461055753865
72930.35488522277,0.02441560708131282,0.14164919210476729,0.36437855344040787,0.3469682816588555,-0.2195356305084418,-0.6444271786783581,-0.3147170715003823,0.061554368031160336,-0.17514089080804465
72930.36287927238,0.024415662928541675,0.1416505336808256,0.36438124347792444,0.34697142226628813,-0.2195334981856778,-0.6444221317744062,-0.31470801256259956,0.06155636970725192,-0.17514838264120075
72930.37087332198,0.024415681248497606,0.1416501982391228,0.3643801089474494,0.34696934173918953,-0.21953508722977702,-0.6444218945103124,-0.3147072271434019,0.06155726524302191,-0.17514701831660912
72930.37886737159,0.02441622046115655,0.14165296343647793,0.36438924477686413,0.3469832083945691,-0.21952447787401927,-0.6444165279078192,-0.31469870020393165,0.06157159902803702,-0.1751382920615817
72930.38686142121,0.02441642222966484,0.141653946081548,0.36439079565785,0.3469837329776009,-0.21952791877385724,-0.6444175038500796,-0.3146908193086072,0.061580699968593826,-0.17513874580438257
72930.39485547082,0.024416372502078135,0.14165228549245365,0.3643872211922519,0.3469785416850916,-0.21953062018947478,-0.6444182647542697,-0.31469199160989586,0.061583847072041065,-0.1751327777289494
72930.40284952043,0.02441674200634954,0.14165476482537379,0.3643956838339714,0.34699262061842107,-0.21951840731629343,-0.6444114820852651,-0.3146840482022697,0.061592746399541716,-0.17513405835512177
72930.41084357003,0.024416777076103093,0.1416536415430258,0.3643948308393798,0.34699407353767686,-0.219514490153346,-0.6444125428508943,-0.31469070746394767,0.06159516173941182,-0.17512384398540673
72930.41883761964,0.024416483118763987,0.14165188209919075,0.36438866867130876,0.34698352784698666,-0.21952468835138733,-0.6444178601936572,-0.3146934367900605,0.06159009168837636,-0.1751300011654102
72930.42683166925,0.02441672004471672,0.14165284452148272,0.3643927625738989,0.3469907613260549,-0.21951716093138163,-0.6444116183275863,-0.31468484836842925,0.06160183620766526,-0.17512388982696972
72930.43482571887,0.02441712797090345,0.14165538953830428,0.3644029229395498,0.347011011985663,-0.21949697906296423,-0.6444052549740038,-0.31468742877688105,0.061606371556736775,-0.17511668052755366
72930.44281976848,0.02441697082287755,0.1416551493562916,0.36440276658960324,0.3470130904662501,-0.21949235191424973,-0.6444052919042463,-0.31469761503599686,0.06159494411453831,-0.17511554011439603
72930.45081381808,0.024416756373241418,0.14165434910083474,0.3643991272891775,0.34700617604290074,-0.21949981374024033,-0.6444100155085752,-0.3147010200098786,0.061589987651516936,-0.17511689424018043
72930.45880786769,0.024416763142737753,0.14165523381844383,0.3644006555791016,0.3470078818169862,-0.21949873473269294,-0.6444079321657322,-0.3146986823914617,0.06158787682667341,-0.17511911930826143
72930.4668019173,0.02441704617251376,0.14165778055242997,0.36440730673088734,0.34701701228177084,-0.21949294694571242,-0.6444034324885726,-0.3146901037586122,0.061593202054629995,-0.17512292474344868
