time,C3,C4,Cz,FC1,FC2,FC5,FC6,CP1,CP2,CP5,CP6
-0.2,-17.11343855453719,63.376743433454415,-19.828699135110696,7.786580650450061,-3.664894885238203,-4.866765041977423,2.034100235908358,-2.528688353323499,-44.68411706644793,21.952871055625653,3.4703954987150167
-0.192,-25.743388468435,83.80976346434531,-12.319060669123461,6.274534812949137,-3.2369872671497277,8.47497904399342,23.792230952375824,1.8597106007971245,-30.582188982387553,1.1871271603771467,2.3817099790516427
-0.184,-24.517101160994233,102.23997596614136,-7.606863193118523,27.097364741261135,-5.103568372489142,-1.2913898160861703,5.485515365195692,4.273079837564322,-28.75022844779911,-15.180490416284636,9.509367227346221
-0.176,-20.398151211285445,100.45870862527813,-12.075084828611951,31.00500205304889,-4.232862710902452,-10.823560036208871,-9.929757493998094,-3.0018847712848764,-39.82073628775279,-12.57528112123838,8.047856307253879
-0.168,-25.363198312093427,88.11939208961311,-10.058727280951981,6.418525867726872,-0.30782658291555437,7.521919887617239,22.37397304225141,-7.939059042460377,-63.21079167049328,-18.49519465553162,3.5641428497132974
-0.16,-46.88293201582933,86.41477197799112,-10.251222502523113,0.22456475262263484,3.6575983207287384,11.994691627275984,34.73367990171641,-11.048334421492502,-75.15742380320708,-23.998796244552377,10.232869221379438
-0.152,-47.33022298466292,93.9320208837066,-18.997981006331273,27.60560428020706,4.211629274458737,-11.100830330521328,-2.1031590563002016,-14.739572312590191,-61.76125828708564,-20.664662915619413,12.358044971559712
-0.144,-12.538904625686754,94.62884906154711,-15.251475096055708,42.33907794385526,-0.9898703607428934,-11.712523114276372,-10.472168605507484,-11.106760780113685,-46.20552303630484,-28.459371310720595,4.2522181251317175
-0.136,-2.176218267020151,86.39610792950131,-4.809159508125804,27.77590115069682,-5.938335792195923,5.384379593094839,14.946292086428643,-8.568718278773993,-36.240805034400715,-31.885063654676735,5.48810941582806
-0.128,-23.68030343481053,78.54155903950377,-9.37518997223582,19.173432193566004,-3.7175590577750213,-2.0701527271617177,6.823405719138299,-12.318278198645388,-13.297524374030191,-16.685215469069494,8.532840295832504
-0.12,-13.41292847782568,66.91785044349145,-10.30741171392146,23.43602184025375,-1.373126595718232,-9.903102382558943,-11.735198776923061,-2.290384018517313,22.209473480201034,-12.896255769437742,-3.0612225192463605
